"","bmi","exercise","TurkMaster","agecat","race_cat","female","income_cat"
"493",33.1149940490723,1,0,1,2,1,1
"494",28.7520751953125,1,0,1,1,0,3
"495",26.5810832977295,1,0,1,1,0,1
"496",16.1402587890625,1,0,2,1,1,5
"497",30.0383720397949,1,0,2,1,1,4
"498",20.5425720214844,1,0,2,1,0,2
"499",22.9191665649414,1,0,3,1,1,2
"500",23.7340240478516,1,0,1,1,0,2
"501",27.3686256408691,1,0,2,1,0,1
"502",27.1245994567871,1,0,1,1,0,1
"503",40.350643157959,1,0,2,1,0,1
"504",22.6739482879639,1,0,4,1,1,1
"505",21.0335597991943,0,0,1,5,1,1
"506",26.4993476867676,1,0,4,1,0,4
"507",54.5814933776855,1,0,2,1,1,1
"508",27.7058753967285,0,0,1,1,0,2
"509",20.9823341369629,1,0,4,1,1,1
"510",23.6276264190674,1,0,3,1,1,1
"511",23.1724605560303,1,0,2,1,1,4
"512",26.6254901885986,1,0,2,1,1,4
"513",26.5810832977295,0,0,1,1,0,2
"514",19.1580371856689,1,0,1,1,1,3
"515",22.0469493865967,1,0,1,1,0,3
"516",21.7689018249512,0,0,1,4,0,2
"517",27.0692749023438,0,0,3,3,1,1
"518",22.1425285339355,1,0,4,1,1,4
"519",28.7153816223145,1,0,2,1,1,1
"520",19.4621334075928,1,0,4,1,1,3
"521",32.0781593322754,1,0,1,3,0,3
"522",21.2568264007568,1,0,1,1,1,3
"523",21.6996784210205,1,0,2,1,1,2
"524",26.5810832977295,0,0,3,1,0,1
"525",59.2907371520996,0,0,2,3,0,1
"526",24.5894260406494,1,0,2,1,1,4
"527",24.3276653289795,0,0,2,1,0,2
"528",22.3142204284668,1,0,2,1,1,1
"529",28.280912399292,0,0,1,1,0,4
"530",26.4524993896484,1,0,4,1,1,4
"531",28.8910598754883,1,0,4,1,1,4
"532",18.55322265625,1,0,1,1,1,1
"533",24.2761821746826,1,0,2,4,0,1
"534",33.6566390991211,0,0,2,1,1,4
"535",27.4384384155273,1,0,2,1,0,1
"536",23.7770652770996,1,0,1,1,1,3
"537",23.055908203125,1,0,2,1,0,1
"538",34.971019744873,1,0,3,1,1,1
"539",30.6834564208984,0,0,1,1,0,1
"540",29.121223449707,1,0,1,1,1,1
"541",44.3018035888672,0,0,1,4,0,3
"542",32.280517578125,NA,0,1,1,0,2
"543",29.2887516021729,1,0,4,1,0,4
"544",39.1551361083984,NA,0,1,1,0,1
"545",38.273609161377,0,0,1,3,1,1
"546",27.2920074462891,1,0,2,1,1,1
"547",23.9139289855957,1,0,1,1,1,1
"548",28.480827331543,0,0,1,1,0,1
"549",20.4495735168457,0,0,2,1,0,1
"550",27.9563770294189,1,0,4,1,1,4
"551",26.3042888641357,0,0,2,1,1,1
"552",22.8625640869141,1,0,1,1,1,1
"553",25.1043548583984,1,0,1,1,0,4
"554",20.087703704834,0,0,2,1,1,4
"555",21.2072105407715,1,0,1,2,1,3
"556",18.3663196563721,1,0,4,1,1,1
"557",25.1046466827393,1,0,1,1,0,3
"558",20.3711261749268,1,0,2,4,1,3
"559",44.6277236938477,0,0,4,1,1,3
"560",21.4125385284424,1,0,3,1,0,2
"561",29.1589450836182,1,0,3,1,0,3
"562",26.5444641113281,1,0,2,4,0,4
"563",20.6739101409912,1,0,1,3,0,1
"564",37.1225929260254,1,0,2,1,1,2
"565",26.257495880127,1,0,2,1,0,2
"566",21.1437721252441,1,0,1,1,0,2
"567",23.0125923156738,1,0,4,1,0,1
"568",22.4285659790039,0,0,1,1,0,2
"569",33.1252212524414,0,0,1,1,1,1
"570",23.8696479797363,1,0,3,1,0,1
"571",38.354320526123,1,0,1,1,0,2
"572",22.1509017944336,1,0,1,1,0,1
"573",17.3597412109375,1,0,2,1,1,2
"574",22.08349609375,1,0,2,1,1,1
"575",25.606071472168,1,0,2,2,1,4
"576",21.9564800262451,1,0,3,1,0,2
"577",21.7893486022949,1,0,1,1,1,4
"578",22.3152389526367,1,0,2,2,0,2
"579",23.055908203125,1,0,1,1,0,1
"580",25.5230560302734,0,0,2,1,0,3
"581",32.280517578125,1,0,4,1,1,4
"582",18.828483581543,0,0,2,1,0,1
"583",27.0645275115967,1,0,1,1,1,2
"584",18.2457485198975,1,0,1,4,0,1
"585",28.3655395507812,1,0,2,1,0,4
"586",20.7841053009033,1,0,2,1,1,4
"587",20.5264682769775,1,0,1,4,0,3
"588",21.305139541626,1,0,3,2,1,1
"589",23.4930801391602,1,0,1,4,1,2
"590",20.1190567016602,1,0,1,2,1,2
"591",31.0041942596436,1,0,1,1,0,4
"592",24.7460441589355,1,1,3,1,1,4
"593",25.8423900604248,0,1,4,1,0,2
"594",28.591402053833,1,1,2,4,0,4
"595",32.0981483459473,1,1,1,1,1,1
"596",30.4095840454102,1,1,4,1,0,1
"597",23.4033756256104,1,1,1,1,0,2
"598",27.1245994567871,0,1,3,1,0,1
"599",26.6083831787109,1,1,2,1,0,4
"600",40.6869010925293,0,1,2,1,0,3
"601",21.0215644836426,0,1,1,3,0,1
"602",23.0805683135986,1,1,2,1,1,4
"603",24.3276653289795,0,1,3,2,1,3
"604",22.2399559020996,1,1,2,1,0,2
"605",28.6967182159424,0,1,3,1,1,2
"606",24.3659915924072,1,1,2,1,0,1
"607",25.606071472168,0,1,2,1,1,3
"608",20.6677589416504,1,1,2,1,1,2
"609",22.2399559020996,0,1,2,1,0,3
"610",38.3948936462402,1,1,2,1,1,2
"611",23.3271560668945,0,1,1,1,0,1
"612",25.0592842102051,0,1,1,1,0,1
"613",20.5061931610107,1,1,3,1,1,4
"614",31.473503112793,0,1,1,1,0,1
"615",26.3108596801758,1,1,3,1,0,4
"616",19.6653347015381,1,1,1,1,0,1
"617",25.0592842102051,0,1,4,1,1,1
"618",20.6928367614746,1,1,1,4,0,2
"619",30.231424331665,1,1,1,1,1,1
"620",27.1967010498047,1,1,2,1,0,1
"621",15.7831945419312,1,1,1,1,0,1
"622",26.6254901885986,1,1,1,1,1,1
"623",66.4552688598633,0,1,3,1,0,1
"624",23.5984001159668,1,1,2,1,0,2
"625",29.2281360626221,1,1,3,5,1,3
"626",35.8708992004395,1,1,3,1,1,1
"627",23.7099437713623,1,1,1,5,0,5
"628",20.3744201660156,1,1,2,1,1,1
"629",34.9621772766113,1,1,2,2,0,4
"630",20.1753215789795,0,1,2,4,0,1
"631",25.1043548583984,1,1,2,4,0,4
"632",33.2263526916504,1,1,3,1,0,2
"633",22.5963611602783,1,1,2,1,1,4
"634",43.399356842041,0,1,2,1,0,1
"635",30.0208778381348,0,1,4,1,1,4
"636",22.4285659790039,1,1,1,1,0,3
"637",18.5612964630127,1,1,2,1,1,5
"638",29.9532604217529,1,1,2,1,0,1
"639",19.6911144256592,1,1,4,1,1,2
"640",44.0103721618652,0,1,1,1,1,1
"641",25.9188251495361,1,1,1,1,0,4
"642",40.231201171875,1,1,3,1,1,2
"643",26.6083831787109,1,1,2,1,0,4
"644",18.8812637329102,NA,1,1,5,1,5
"645",34.1702117919922,1,1,4,2,0,3
"646",30.4164085388184,0,1,2,1,0,2
"647",26.4524993896484,0,1,2,1,1,1
"648",29.9532604217529,1,1,4,1,1,3
"649",30.896614074707,1,1,3,1,1,1
"650",27.3686256408691,1,1,1,1,1,1
"651",19.1974468231201,1,1,2,4,0,4
"652",31.473503112793,0,1,3,4,0,3
"653",21.3389492034912,1,1,2,1,0,5
"654",27.7058753967285,1,1,1,3,0,1
"655",31.3241081237793,1,1,4,1,1,3
"656",32.7755088806152,0,1,3,1,1,2
"657",31.6173286437988,1,1,2,2,1,1
"658",51.6847801208496,0,1,3,1,1,4
"659",20.4981269836426,1,1,2,1,1,1
"660",35.5649147033691,1,1,2,1,0,2
"661",45.9147453308105,0,1,3,1,0,4
"662",28.480827331543,1,1,1,1,0,3
"663",26.9253120422363,1,1,3,1,1,2
"664",21.4784183502197,1,1,2,1,0,3
"665",23.6276264190674,1,1,2,1,1,3
"666",21.5822601318359,1,1,3,1,1,3
"667",54.9134674072266,1,1,1,3,1,4
"668",23.2969799041748,1,1,3,1,1,1
"669",35.8833084106445,1,1,2,1,1,1
"670",36.5801010131836,1,1,2,1,1,4
"671",22.8138904571533,1,1,1,2,0,2
"672",51.4943542480469,0,1,2,1,1,1
"673",23.594165802002,1,1,3,1,1,2
"674",27.2618808746338,1,1,2,1,0,1
"675",31.930061340332,0,1,2,1,0,3
"676",20.3788299560547,0,1,3,1,1,1
"677",30.5410060882568,1,1,2,1,1,3
"678",39.1551361083984,1,1,1,2,1,4
"679",37.3117065429688,1,1,2,2,1,3
"680",35.2619781494141,0,1,2,1,0,3
"681",44.9935264587402,0,1,1,4,1,1
"682",23.055908203125,1,1,2,1,0,1
"683",19.6653347015381,1,1,1,1,0,3
"684",23.6747932434082,1,1,2,1,0,3
"685",26.5769538879395,1,1,2,1,0,3
"686",23.6276264190674,1,1,2,4,0,1
"687",39.1551361083984,0,1,1,1,1,1
"688",26.4464855194092,1,1,1,1,0,2
"689",27.4636554718018,1,1,2,2,1,3
"690",24.3659915924072,1,1,1,1,0,1
"691",19.045503616333,1,1,1,4,0,4
"692",26.5810832977295,1,1,4,1,0,3
"693",20.6595287322998,0,1,4,1,1,1
"694",26.5710334777832,1,1,4,1,1,2
"695",29.1801338195801,1,1,4,1,1,1
"696",21.6329097747803,1,1,1,4,0,2
"697",30.0383720397949,1,1,2,1,1,2
"698",28.1729907989502,0,1,2,1,0,4
"699",23.4840278625488,1,1,2,1,1,4
"700",25.0672206878662,0,1,2,1,0,1
"701",53.0838317871094,1,1,3,1,1,1
"702",25.0592842102051,1,1,4,1,0,4
"703",25.0879058837891,1,1,1,1,1,3
"704",23.2969799041748,1,1,2,1,1,1
"705",24.9610500335693,0,1,3,1,0,2
"706",44.0774765014648,1,1,2,3,0,4
"707",25.8019962310791,1,1,3,1,0,3
"708",21.1845283508301,1,1,1,1,0,1
"709",27.1245994567871,1,1,1,1,0,4
"710",20.800874710083,1,1,2,3,1,1
"711",36.9181709289551,1,1,2,1,0,3
"712",19.6653347015381,0,1,1,1,0,2
"713",23.6276264190674,1,1,3,1,0,3
"714",27.3875770568848,1,1,1,1,0,4
"715",18.9540023803711,1,1,4,2,1,3
"716",28.3655395507812,1,1,2,1,0,2
"717",22.7099781036377,1,1,3,1,1,2
"718",23.9629421234131,1,1,1,1,0,1
"719",31.3241081237793,1,1,1,1,0,1
"720",29.8594760894775,1,1,2,2,1,1
"721",37.9744415283203,1,1,3,1,0,3
"722",60.0914154052734,1,1,1,1,0,1
"723",26.1140117645264,1,1,2,1,0,3
"724",20.3606700897217,1,1,4,1,1,3
"725",34.7510948181152,1,1,4,2,1,1
"726",29.414134979248,0,1,1,1,0,1
"727",18.8812637329102,1,1,2,1,1,4
"728",30.3816699981689,0,1,4,1,1,2
"729",26.5810832977295,1,1,2,1,0,3
"730",21.7288379669189,0,1,4,1,1,3
"731",28.889102935791,1,1,4,3,0,1
"732",23.3441066741943,1,1,4,1,1,3
"733",23.4930801391602,1,1,2,1,0,3
"734",33.0012245178223,1,1,3,1,0,4
"735",22.0469493865967,1,1,4,1,1,1
"736",24.4072933197021,1,1,2,1,0,3
"737",31.6638565063477,0,1,2,2,0,1
"738",23.6183013916016,1,1,1,4,1,1
"739",25.5617389678955,1,1,2,1,0,3
"740",42.574764251709,1,1,1,1,1,5
"741",26.4464855194092,1,1,1,1,0,1
"742",21.9480609893799,1,1,2,1,1,4
"743",22.4591655731201,1,1,3,5,1,5
"744",23.7478942871094,1,1,1,1,0,1
"745",20.800874710083,1,1,2,1,1,4
"746",29.2890701293945,1,1,4,1,0,1
"747",42.6893310546875,0,1,2,1,0,1
"748",21.9709243774414,1,1,3,1,1,1
"749",23.2969799041748,1,1,4,4,1,4
"750",23.9139289855957,1,1,3,2,1,3
"751",32.0781593322754,1,1,2,1,0,2
"752",18.6528663635254,1,1,2,1,0,1
"753",27.1967010498047,1,1,3,5,0,2
"754",34.5838623046875,1,1,2,1,0,2
"755",19.1077060699463,1,1,2,3,1,3
"756",35.0099945068359,1,1,2,1,0,3
"757",33.6566390991211,1,1,3,3,1,2
"758",25.5400791168213,1,1,1,3,0,1
"759",22.8071880340576,1,1,3,1,0,1
"760",22.3834381103516,0,1,3,1,1,3
"761",33.4505424499512,0,1,4,1,0,3
"762",22.4967632293701,0,1,2,1,1,4
"763",47.2031593322754,0,1,1,1,1,4
"764",45.6143760681152,1,1,2,1,1,1
"765",41.195484161377,0,1,4,1,1,3
"766",34.2600593566895,0,1,2,1,0,4
"767",27.7345008850098,1,1,2,1,0,1
"768",30.1315517425537,1,1,4,1,0,4
"769",22.594181060791,1,1,1,1,0,4
"770",20.9672813415527,0,1,1,1,1,3
"771",24.7996311187744,1,1,4,1,1,1
"772",18.8812637329102,1,1,3,1,1,3
"773",32.770938873291,1,1,2,1,1,3
"774",30.6664886474609,1,1,2,1,0,1
"775",22.4649448394775,1,1,1,1,0,4
"776",22.2170791625977,1,1,1,1,1,1
"777",22.1509017944336,1,1,4,1,1,3
"778",23.8715229034424,1,1,2,1,0,4
"779",25.9990081787109,1,1,2,3,0,4
"780",56.2455673217773,0,1,4,1,1,2
"781",42.5734176635742,0,1,4,1,0,1
"782",54.7944641113281,0,1,3,1,1,4
"783",27.4384384155273,1,1,4,1,1,1
"784",27.4350776672363,1,1,4,1,1,2
"785",24.4072933197021,1,1,1,1,0,1
"786",27.4571552276611,1,1,2,2,1,1
"787",23.6747932434082,1,1,2,2,1,4
"788",24.3276653289795,1,1,1,1,0,1
"789",18.8669986724854,1,1,1,1,0,1
"790",22.5963611602783,1,1,1,1,0,1
"791",28.2891883850098,1,1,1,1,1,4
"792",39.3159599304199,0,1,2,1,0,1
"793",23.5674266815186,1,1,1,1,0,1
"794",22.2482471466064,0,1,2,1,0,4
"795",22.9191665649414,1,1,4,1,1,2
"796",25.549825668335,1,1,4,1,0,1
"797",39.7816162109375,1,1,2,2,1,1
"798",18.9703979492188,1,1,3,1,1,1
"799",23.4033756256104,1,1,4,1,1,4
"800",19.005989074707,1,1,1,1,0,2
"801",25.6229801177979,1,1,2,1,0,1
"802",25.5077667236328,1,1,3,4,1,2
"803",23.7340240478516,1,1,1,1,0,2
"804",35.731258392334,0,1,2,1,0,1
"805",23.1724605560303,1,1,2,1,1,2
"806",22.7099781036377,1,1,4,1,1,3
"807",25.2441158294678,1,1,1,1,0,1
"808",20.1753215789795,1,1,4,1,1,3
"809",30.8138580322266,1,1,2,1,0,2
"810",23.4930801391602,1,1,1,4,0,3
"811",23.6747932434082,1,1,2,1,0,2
"812",25.6782169342041,0,1,1,1,0,1
"813",23.1724605560303,1,1,1,1,1,1
"814",31.1932907104492,1,1,1,1,0,2
"815",26.9621257781982,1,1,2,2,0,2
"816",40.6869010925293,1,1,1,1,0,2
"817",25.8427181243896,1,1,4,1,1,4
"818",18.0230236053467,1,1,2,2,1,4
"819",25.6853332519531,1,1,2,1,1,4
"820",27.8940505981445,0,1,2,1,0,3
"821",22.8892650604248,1,1,1,1,0,2
"822",20.5061931610107,0,1,1,1,1,1
"823",20.5264682769775,1,1,1,1,1,1
"824",23.8576240539551,1,1,3,1,0,4
"825",26.4993476867676,1,1,3,1,0,2
"826",21.9177837371826,1,1,4,1,1,2
"827",21.1437721252441,1,1,2,1,1,5
"828",31.3241081237793,1,1,2,3,1,2
"829",21.2568264007568,1,1,1,1,1,3
"830",24.0052700042725,1,1,2,2,0,4
"831",29.8535327911377,0,1,4,1,1,3
"832",24.137523651123,1,1,1,3,0,3
"833",31.1761589050293,0,1,4,1,0,3
"834",35.2396202087402,0,1,2,1,0,4
"835",22.0469493865967,1,1,1,1,0,2
"836",25.8244113922119,0,1,3,1,1,4
"837",22.7846641540527,1,1,3,1,0,1
"838",30.4095840454102,1,1,4,1,1,1
"839",30.515172958374,1,1,2,1,0,1
"840",40.7422523498535,1,1,2,1,1,2
"841",36.1227951049805,1,1,2,1,1,3
"842",20.8051204681396,1,1,4,1,0,1
"843",21.9268760681152,1,1,2,1,0,1
"844",25.0592842102051,1,1,3,3,0,1
"845",19.1391162872314,1,1,1,4,1,4
"846",29.8370590209961,0,1,2,1,0,2
"847",23.2969799041748,1,1,1,1,1,5
"848",20.3606700897217,1,1,1,4,0,3
"849",26.7789649963379,1,1,4,1,0,1
"850",20.0474281311035,1,1,1,4,1,4
"851",20.9823341369629,1,1,1,1,0,2
"852",25.7471771240234,1,1,4,1,1,1
"853",48.5523643493652,0,1,1,2,1,1
"854",24.2761821746826,0,1,2,3,0,1
"855",28.9088020324707,1,1,1,1,1,1
"856",24.4072933197021,1,1,2,1,0,3
"857",24.4121398925781,1,1,1,1,0,2
"858",24.1290149688721,1,1,1,1,1,1
"859",18.5379676818848,1,1,4,1,1,4
"860",21.5602111816406,1,1,4,1,0,1
"861",21.0215644836426,0,1,2,1,0,4
"862",27.4384384155273,0,1,1,1,1,1
"863",35.6218414306641,1,1,3,1,0,2
"864",23.1724605560303,1,1,1,1,0,3
"865",23.4930801391602,1,1,2,1,0,4
"866",19.3683090209961,1,1,1,1,1,1
"867",23.6297931671143,1,1,4,1,1,4
"868",33.5413284301758,1,1,1,1,0,2
"869",21.6279449462891,1,1,4,1,1,4
"870",33.6429786682129,0,1,3,1,1,1
"871",27.3415946960449,1,1,2,1,1,2
"872",18.9540023803711,0,1,4,1,1,1
"873",23.9139289855957,1,1,2,2,1,1
"874",31.3241081237793,0,1,1,1,1,3
"875",22.2399559020996,0,1,2,1,0,3
"876",35.2396202087402,0,1,3,1,1,3
"877",22.2985744476318,1,1,2,1,0,2
"878",22.9191665649414,0,1,1,4,0,1
"879",24.2103862762451,1,1,4,3,1,4
"880",20.9205379486084,1,1,2,1,1,1
"881",30.7852935791016,1,1,2,1,1,3
"882",23.5984001159668,1,1,3,1,0,1
"883",25.8270473480225,1,1,1,4,0,3
"884",14.4719228744507,1,1,3,1,1,3
"885",33.4728622436523,0,1,3,1,0,1
"886",23.0282287597656,1,1,2,1,1,1
"887",24.7996311187744,0,1,1,3,0,3
"888",25.6782169342041,0,1,1,1,0,1
"889",20.3606700897217,0,1,2,1,0,1
"890",22.8625640869141,0,1,2,5,1,3
"891",27.9563770294189,NA,1,2,1,1,1
"892",33.2813987731934,0,1,2,1,1,3
"893",21.9268760681152,1,1,1,2,1,4
"894",22.3777942657471,1,1,1,4,0,2
"895",25.5440502166748,1,1,2,4,0,2
"896",37.1225929260254,0,1,2,1,0,4
"897",34.0559463500977,0,1,4,1,1,1
"898",26.5710334777832,0,1,3,1,1,1
"899",33.0012245178223,0,1,4,1,0,3
"900",23.3271560668945,0,1,1,1,0,1
"901",23.4356517791748,1,1,2,1,1,1
"902",28.7153816223145,1,1,2,1,1,1
"903",23.9617576599121,1,1,3,1,0,2
"904",48.4207725524902,1,1,2,1,1,2
"905",28.2454490661621,1,1,1,2,1,4
"906",24.6915683746338,1,1,2,1,1,3
"907",25.84814453125,1,1,2,4,0,3
"908",25.7268848419189,1,1,2,1,0,1
"909",33.7186431884766,0,1,4,1,0,1
"910",30.3445320129395,0,1,1,2,0,3
"911",17.2180309295654,1,1,2,1,0,1
"912",22.5963611602783,0,1,3,1,1,2
"913",23.5674266815186,0,1,1,1,1,2
"914",23.5674266815186,1,1,4,1,0,1
"915",19.5775680541992,1,1,2,1,1,3
"916",40.5651092529297,0,1,2,1,1,2
"917",23.2969799041748,1,1,2,1,1,2
"918",22.8731212615967,1,1,2,1,0,3
"919",24.0307006835938,0,1,4,1,1,2
"920",23.2969799041748,1,1,2,1,0,1
"921",24.3659915924072,1,1,1,3,0,1
"922",25.239953994751,0,1,2,4,0,3
"923",27.4567337036133,0,1,1,1,1,1
"924",26.9253120422363,1,1,3,1,0,1
"925",19.5258369445801,1,1,2,1,0,1
"926",25.6835613250732,1,1,3,1,0,2
"927",25.1046466827393,1,1,2,1,0,4
"928",33.9647178649902,0,1,2,1,0,3
"929",23.988883972168,1,1,2,1,0,2
"930",23.4627780914307,1,1,1,1,0,1
"931",27.8940505981445,1,1,1,1,0,1
"932",23.1520614624023,1,1,4,1,1,2
"933",42.9119644165039,1,1,1,1,1,4
"934",18.1311321258545,0,1,1,2,0,3
"935",41.157657623291,1,1,3,1,1,1
"936",18.5997219085693,1,1,2,1,1,4
"937",21.1437721252441,0,1,1,1,1,1
"938",21.2568264007568,1,1,2,2,1,2
"939",21.9480609893799,1,1,1,1,1,1
"940",31.1932907104492,1,1,2,1,0,2
"941",23.7099437713623,1,1,3,1,0,1
"942",26.4464855194092,1,1,1,1,0,2
"943",22.2401161193848,1,1,2,1,1,1
"944",36.5801010131836,0,1,2,1,1,1
"945",20.9695205688477,1,1,3,2,1,4
"946",25.5400791168213,1,1,2,1,1,1
"947",19.9688396453857,1,1,1,3,1,4
"948",44.3018035888672,0,1,1,4,0,1
"949",35.6688461303711,1,1,2,1,0,3
"950",32.6903038024902,NA,1,2,3,0,1
"951",24.8889389038086,1,1,1,1,1,3
"952",27.4571552276611,1,1,4,1,1,1
"953",24.4072933197021,1,1,1,1,0,1
"954",34.6655921936035,1,1,3,1,0,3
"955",22.8892650604248,0,1,2,1,1,1
"956",38.7366180419922,0,1,3,1,0,1
"957",26.5710334777832,1,1,3,2,1,2
"958",25.4602718353271,1,1,2,4,1,3
"959",25.8244113922119,0,1,4,1,1,1
"960",21.8555545806885,1,1,1,1,0,2
"961",31.3241081237793,1,1,2,1,1,1
"962",20.5977420806885,1,1,1,1,1,1
"963",23.7340240478516,1,1,1,3,0,3
"964",21.2568264007568,1,1,1,1,1,3
"965",25.8019962310791,1,1,3,1,0,4
"966",20.5977420806885,1,1,2,1,1,3
"967",26.3086185455322,1,1,2,1,0,2
"968",22.1509017944336,1,1,3,1,0,2
"969",27.8940505981445,1,1,3,1,0,1
"970",25.4602718353271,1,1,4,1,1,3
"971",25.8244113922119,0,1,2,1,1,2
"972",31.0112609863281,0,1,1,1,0,1
"973",20.3606700897217,1,1,4,1,1,4
"974",20.5021266937256,1,1,3,1,0,2
"975",22.3152389526367,1,1,1,1,0,1
"976",32.6146125793457,1,1,2,1,1,1
"977",23.1272888183594,0,1,1,1,1,1
"978",34.3295707702637,0,1,3,1,1,4
"979",26.6054172515869,1,1,2,1,1,1
"980",26.4464855194092,1,1,2,1,0,1
"981",34.4565162658691,1,1,2,1,1,1
"982",20.5061931610107,1,1,1,4,1,2
"983",27.4636554718018,1,1,2,1,1,1
"984",23.7099437713623,1,1,1,1,0,1
